Received by learning locker;;;;;;;;Send by external device;;;;;;;;;
Date;Hour;Min;Sec.Miliseconds(Formated);Seconds;Miliseconds;;;Hour:Min:sec:ms;Hours;Min;Sec;Miliseconds;;;;;Miliseconds difference
10/12/2021;13;5;27.128Z;27;128;;;14:5:26:984;14;5;26;984;;;;;144
10/12/2021;13;5;27.013Z;27;13;;;14:5:26:869;14;5;26;869;;;;;144
10/12/2021;13;5;26.897Z;26;897;;;14:5:26:752;14;5;26;752;;;;;145
10/12/2021;13;5;26.780Z;26;780;;;14:5:26:636;14;5;26;636;;;;;144
10/12/2021;13;5;26.665Z;26;665;;;14:5:26:521;14;5;26;521;;;;;144
10/12/2021;13;5;26.549Z;26;549;;;14:5:26:409;14;5;26;409;;;;;140
10/12/2021;13;5;26.437Z;26;437;;;14:5:26:294;14;5;26;294;;;;;143
10/12/2021;13;5;26.322Z;26;322;;;14:5:26:179;14;5;26;179;;;;;143
10/12/2021;13;5;26.207Z;26;207;;;14:5:26:63;14;5;26;63;;;;;144
10/12/2021;13;5;26.092Z;26;92;;;14:5:25:949;14;5;25;949;;;;;143
10/12/2021;13;5;25.977Z;25;977;;;14:5:25:834;14;5;25;834;;;;;143
10/12/2021;13;5;25.861Z;25;861;;;14:5:25:726;14;5;25;726;;;;;135
10/12/2021;13;5;25.759Z;25;759;;;14:5:25:625;14;5;25;625;;;;;134
10/12/2021;13;5;25.656Z;25;656;;;14:5:25:516;14;5;25;516;;;;;140
10/12/2021;13;5;25.545Z;25;545;;;14:5:25:406;14;5;25;406;;;;;139
10/12/2021;13;5;25.439Z;25;439;;;14:5:25:293;14;5;25;293;;;;;146
10/12/2021;13;5;25.321Z;25;321;;;14:5:25:178;14;5;25;178;;;;;143
10/12/2021;13;5;25.204Z;25;204;;;14:5:25:61;14;5;25;61;;;;;143
10/12/2021;13;5;25.089Z;25;89;;;14:5:24:945;14;5;24;945;;;;;144
10/12/2021;13;5;24.973Z;24;973;;;14:5:24:829;14;5;24;829;;;;;144
10/12/2021;13;5;24.856Z;24;856;;;14:5:24:716;14;5;24;716;;;;;140
10/12/2021;13;5;24.743Z;24;743;;;14:5:24:600;14;5;24;600;;;;;143
10/12/2021;13;5;24.627Z;24;627;;;14:5:24:484;14;5;24;484;;;;;143
10/12/2021;13;5;24.510Z;24;510;;;14:5:24:366;14;5;24;366;;;;;144
10/12/2021;13;5;24.393Z;24;393;;;14:5:24:249;14;5;24;249;;;;;144
10/12/2021;13;5;24.277Z;24;277;;;14:5:24:132;14;5;24;132;;;;;145
10/12/2021;13;5;24.159Z;24;159;;;14:5:24:13;14;5;24;13;;;;;146
10/12/2021;13;5;24.040Z;24;40;;;14:5:23:896;14;5;23;896;;;;;144
10/12/2021;13;5;23.923Z;23;923;;;14:5:23:779;14;5;23;779;;;;;144
10/12/2021;13;5;23.807Z;23;807;;;14:5:23:663;14;5;23;663;;;;;144
10/12/2021;13;5;23.681Z;23;681;;;14:5:23:533;14;5;23;533;;;;;148
10/12/2021;13;5;23.560Z;23;560;;;14:5:23:416;14;5;23;416;;;;;144
10/12/2021;13;5;23.443Z;23;443;;;14:5:23:299;14;5;23;299;;;;;144
10/12/2021;13;5;23.327Z;23;327;;;14:5:23:182;14;5;23;182;;;;;145
10/12/2021;13;5;23.210Z;23;210;;;14:5:23:63;14;5;23;63;;;;;147
10/12/2021;13;5;23.089Z;23;89;;;14:5:22:939;14;5;22;939;;;;;150
10/12/2021;13;5;22.965Z;22;965;;;14:5:22:824;14;5;22;824;;;;;141
10/12/2021;13;5;22.856Z;22;856;;;14:5:22:716;14;5;22;716;;;;;140
10/12/2021;13;5;22.748Z;22;748;;;14:5:22:609;14;5;22;609;;;;;139
10/12/2021;13;5;22.635Z;22;635;;;14:5:22:494;14;5;22;494;;;;;141
10/12/2021;13;5;22.522Z;22;522;;;14:5:22:295;14;5;22;295;;;;;227
10/12/2021;13;5;22.323Z;22;323;;;14:5:22:185;14;5;22;185;;;;;138
10/12/2021;13;5;22.216Z;22;216;;;14:5:22:78;14;5;22;78;;;;;138
10/12/2021;13;5;22.109Z;22;109;;;14:5:21:972;14;5;21;972;;;;;137
10/12/2021;13;5;22.001Z;22;1;;;14:5:21:858;14;5;21;858;;;;;143
10/12/2021;13;5;21.887Z;21;887;;;14:5:21:748;14;5;21;748;;;;;139
10/12/2021;13;5;21.778Z;21;778;;;14:5:21:639;14;5;21;639;;;;;139
10/12/2021;13;5;21.665Z;21;665;;;14:5:21:521;14;5;21;521;;;;;144
10/12/2021;13;5;21.549Z;21;549;;;14:5:21:403;14;5;21;403;;;;;146
10/12/2021;13;5;21.430Z;21;430;;;14:5:21:292;14;5;21;292;;;;;138
10/12/2021;13;5;21.319Z;21;319;;;14:5:21:178;14;5;21;178;;;;;141
10/12/2021;13;5;21.207Z;21;207;;;14:5:21:54;14;5;21;54;;;;;153
10/12/2021;13;5;21.081Z;21;81;;;14:5:20:937;14;5;20;937;;;;;144
10/12/2021;13;5;20.952Z;20;952;;;14:5:20:804;14;5;20;804;;;;;148
10/12/2021;13;5;20.832Z;20;832;;;14:5:20:688;14;5;20;688;;;;;144
10/12/2021;13;5;20.716Z;20;716;;;14:5:20:572;14;5;20;572;;;;;144
10/12/2021;13;5;20.599Z;20;599;;;14:5:20:455;14;5;20;455;;;;;144
10/12/2021;13;5;20.481Z;20;481;;;14:5:20:344;14;5;20;344;;;;;137
10/12/2021;13;5;20.370Z;20;370;;;14:5:20:237;14;5;20;237;;;;;133
10/12/2021;13;5;20.267Z;20;267;;;14:5:20:127;14;5;20;127;;;;;140
10/12/2021;13;5;20.148Z;20;148;;;14:5:20:0;14;5;20;0;;;;;148
10/12/2021;13;5;20.025Z;20;25;;;14:5:19:883;14;5;19;883;;;;;142
10/12/2021;13;5;19.911Z;19;911;;;14:5:19:769;14;5;19;769;;;;;142
10/12/2021;13;5;19.796Z;19;796;;;14:5:19:653;14;5;19;653;;;;;143
10/12/2021;13;5;19.680Z;19;680;;;14:5:19:537;14;5;19;537;;;;;143
10/12/2021;13;5;19.565Z;19;565;;;14:5:19:426;14;5;19;426;;;;;139
10/12/2021;13;5;19.453Z;19;453;;;14:5:19:309;14;5;19;309;;;;;144
10/12/2021;13;5;19.337Z;19;337;;;14:5:19:194;14;5;19;194;;;;;143
10/12/2021;13;5;19.222Z;19;222;;;14:5:19:79;14;5;19;79;;;;;143
10/12/2021;13;5;19.108Z;19;108;;;14:5:18:962;14;5;18;962;;;;;146
10/12/2021;13;5;18.990Z;18;990;;;14:5:18:847;14;5;18;847;;;;;143
10/12/2021;13;5;18.875Z;18;875;;;14:5:18:732;14;5;18;732;;;;;143
10/12/2021;13;5;18.760Z;18;760;;;14:5:18:617;14;5;18;617;;;;;143
10/12/2021;13;5;18.645Z;18;645;;;14:5:18:501;14;5;18;501;;;;;144
10/12/2021;13;5;18.529Z;18;529;;;14:5:18:387;14;5;18;387;;;;;142
10/12/2021;13;5;18.415Z;18;415;;;14:5:18:271;14;5;18;271;;;;;144
10/12/2021;13;5;18.299Z;18;299;;;14:5:18:153;14;5;18;153;;;;;146
10/12/2021;13;5;18.180Z;18;180;;;14:5:18:35;14;5;18;35;;;;;145
10/12/2021;13;5;18.062Z;18;62;;;14:5:17:918;14;5;17;918;;;;;144
10/12/2021;13;5;17.945Z;17;945;;;14:5:17:801;14;5;17;801;;;;;144
10/12/2021;13;5;17.829Z;17;829;;;14:5:17:691;14;5;17;691;;;;;138
10/12/2021;13;5;17.718Z;17;718;;;14:5:17:575;14;5;17;575;;;;;143
10/12/2021;13;5;17.603Z;17;603;;;14:5:17:459;14;5;17;459;;;;;144
10/12/2021;13;5;17.487Z;17;487;;;14:5:17:331;14;5;17;331;;;;;156
10/12/2021;13;5;17.342Z;17;342;;;14:5:17:185;14;5;17;185;;;;;157
10/12/2021;13;5;17.198Z;17;198;;;14:5:17:54;14;5;17;54;;;;;144
10/12/2021;13;5;17.068Z;17;68;;;14:5:16:916;14;5;16;916;;;;;152
10/12/2021;13;5;16.943Z;16;943;;;14:5:16:804;14;5;16;804;;;;;139
10/12/2021;13;5;16.833Z;16;833;;;14:5:16:694;14;5;16;694;;;;;139
10/12/2021;13;5;16.725Z;16;725;;;14:5:16:585;14;5;16;585;;;;;140
10/12/2021;13;5;16.583Z;16;583;;;14:5:16:269;14;5;16;269;;;;;314
10/12/2021;13;5;16.300Z;16;300;;;14:5:16:160;14;5;16;160;;;;;140
10/12/2021;13;5;16.185Z;16;185;;;14:5:16:45;14;5;16;45;;;;;140
10/12/2021;13;5;16.072Z;16;72;;;14:5:15:929;14;5;15;929;;;;;143
10/12/2021;13;5;15.957Z;15;957;;;14:5:15:813;14;5;15;813;;;;;144
10/12/2021;13;5;15.841Z;15;841;;;14:5:15:697;14;5;15;697;;;;;144
10/12/2021;13;5;15.724Z;15;724;;;14:5:15:577;14;5;15;577;;;;;147
10/12/2021;13;5;15.604Z;15;604;;;14:5:15:469;14;5;15;469;;;;;135
10/12/2021;13;5;15.501Z;15;501;;;14:5:15:365;14;5;15;365;;;;;136
10/12/2021;13;5;15.395Z;15;395;;;14:5:15:255;14;5;15;255;;;;;140
10/12/2021;13;5;15.283Z;15;283;;;14:5:15:140;14;5;15;140;;;;;143
10/12/2021;13;5;15.168Z;15;168;;;14:5:15:30;14;5;15;30;;;;;138
10/12/2021;13;5;15.062Z;15;62;;;14:5:14:927;14;5;14;927;;;;;135
10/12/2021;13;5;14.956Z;14;956;;;14:5:14:819;14;5;14;819;;;;;137
10/12/2021;13;5;14.852Z;14;852;;;14:5:14:708;14;5;14;708;;;;;144
10/12/2021;13;5;14.736Z;14;736;;;14:5:14:595;14;5;14;595;;;;;141
10/12/2021;13;5;14.626Z;14;626;;;14:5:14:491;14;5;14;491;;;;;135
10/12/2021;13;5;14.516Z;14;516;;;14:5:14:368;14;5;14;368;;;;;148
10/12/2021;13;5;14.394Z;14;394;;;14:5:14:259;14;5;14;259;;;;;135
10/12/2021;13;5;14.290Z;14;290;;;14:5:14:146;14;5;14;146;;;;;144
10/12/2021;13;5;14.174Z;14;174;;;14:5:14:38;14;5;14;38;;;;;136
10/12/2021;13;5;14.070Z;14;70;;;14:5:13:930;14;5;13;930;;;;;140
10/12/2021;13;5;13.962Z;13;962;;;14:5:13:817;14;5;13;817;;;;;145
10/12/2021;13;5;13.845Z;13;845;;;14:5:13:702;14;5;13;702;;;;;143
10/12/2021;13;5;13.727Z;13;727;;;14:5:13:589;14;5;13;589;;;;;138
10/12/2021;13;5;13.615Z;13;615;;;14:5:13:477;14;5;13;477;;;;;138
10/12/2021;13;5;13.505Z;13;505;;;14:5:13:361;14;5;13;361;;;;;144
10/12/2021;13;5;13.389Z;13;389;;;14:5:13:246;14;5;13;246;;;;;143
10/12/2021;13;5;13.265Z;13;265;;;14:5:13:119;14;5;13;119;;;;;146
10/12/2021;13;5;13.147Z;13;147;;;14:5:13:8;14;5;13;8;;;;;139
10/12/2021;13;5;13.041Z;13;41;;;14:5:12:896;14;5;12;896;;;;;145
10/12/2021;13;5;12.923Z;12;923;;;14:5:12:784;14;5;12;784;;;;;139
10/12/2021;13;5;12.816Z;12;816;;;14:5:12:682;14;5;12;682;;;;;134
10/12/2021;13;5;12.713Z;12;713;;;14:5:12:575;14;5;12;575;;;;;138
10/12/2021;13;5;12.601Z;12;601;;;14:5:12:456;14;5;12;456;;;;;145
10/12/2021;13;5;12.484Z;12;484;;;14:5:12:342;14;5;12;342;;;;;142
10/12/2021;13;5;12.374Z;12;374;;;14:5:12:234;14;5;12;234;;;;;140
10/12/2021;13;5;12.266Z;12;266;;;14:5:12:122;14;5;12;122;;;;;144
10/12/2021;13;5;12.150Z;12;150;;;14:5:12:7;14;5;12;7;;;;;143
10/12/2021;13;5;12.033Z;12;33;;;14:5:11:891;14;5;11;891;;;;;142
10/12/2021;13;5;11.917Z;11;917;;;14:5:11:772;14;5;11;772;;;;;145
10/12/2021;13;5;11.798Z;11;798;;;14:5:11:647;14;5;11;647;;;;;151
10/12/2021;13;5;11.674Z;11;674;;;14:5:11:535;14;5;11;535;;;;;139
10/12/2021;13;5;11.561Z;11;561;;;14:5:11:417;14;5;11;417;;;;;144
10/12/2021;13;5;11.444Z;11;444;;;14:5:11:301;14;5;11;301;;;;;143
10/12/2021;13;5;11.329Z;11;329;;;14:5:11:185;14;5;11;185;;;;;144
10/12/2021;13;5;11.213Z;11;213;;;14:5:11:69;14;5;11;69;;;;;144
10/12/2021;13;5;11.095Z;11;95;;;14:5:10:951;14;5;10;951;;;;;144
10/12/2021;13;5;10.979Z;10;979;;;14:5:10:836;14;5;10;836;;;;;143
10/12/2021;13;5;10.862Z;10;862;;;14:5:10:717;14;5;10;717;;;;;145
10/12/2021;13;5;10.744Z;10;744;;;14:5:10:510;14;5;10;510;;;;;234
10/12/2021;13;5;10.537Z;10;537;;;14:5:10:395;14;5;10;395;;;;;142
10/12/2021;13;5;10.424Z;10;424;;;14:5:10:281;14;5;10;281;;;;;143
10/12/2021;13;5;10.309Z;10;309;;;14:5:10:166;14;5;10;166;;;;;143
10/12/2021;13;5;10.194Z;10;194;;;14:5:10:52;14;5;10;52;;;;;142
10/12/2021;13;5;10.081Z;10;81;;;14:5:9:938;14;5;9;938;;;;;143
10/12/2021;13;5;09.965Z;9;965;;;14:5:9:823;14;5;9;823;;;;;142
10/12/2021;13;5;09.851Z;9;851;;;14:5:9:705;14;5;9;705;;;;;146
10/12/2021;13;5;09.733Z;9;733;;;14:5:9:591;14;5;9;591;;;;;142
10/12/2021;13;5;09.620Z;9;620;;;14:5:9:477;14;5;9;477;;;;;143
10/12/2021;13;5;09.505Z;9;505;;;14:5:9:362;14;5;9;362;;;;;143
10/12/2021;13;5;09.390Z;9;390;;;14:5:9:247;14;5;9;247;;;;;143
10/12/2021;13;5;09.275Z;9;275;;;14:5:9:132;14;5;9;132;;;;;143
10/12/2021;13;5;09.160Z;9;160;;;14:5:9:13;14;5;9;13;;;;;147
10/12/2021;13;5;09.041Z;9;41;;;14:5:8:898;14;5;8;898;;;;;143
10/12/2021;13;5;08.927Z;8;927;;;14:5:8:789;14;5;8;789;;;;;138
10/12/2021;13;5;08.815Z;8;815;;;14:5:8:673;14;5;8;673;;;;;142
10/12/2021;13;5;08.701Z;8;701;;;14:5:8:558;14;5;8;558;;;;;143
10/12/2021;13;5;08.584Z;8;584;;;14:5:8:442;14;5;8;442;;;;;142
10/12/2021;13;5;08.469Z;8;469;;;14:5:8:326;14;5;8;326;;;;;143
10/12/2021;13;5;08.353Z;8;353;;;14:5:8:211;14;5;8;211;;;;;142
10/12/2021;13;5;08.239Z;8;239;;;14:5:8:96;14;5;8;96;;;;;143
10/12/2021;13;5;08.124Z;8;124;;;14:5:7:980;14;5;7;980;;;;;144
10/12/2021;13;5;08.009Z;8;9;;;14:5:7:866;14;5;7;866;;;;;143
10/12/2021;13;5;07.894Z;7;894;;;14:5:7:751;14;5;7;751;;;;;143
10/12/2021;13;5;07.778Z;7;778;;;14:5:7:636;14;5;7;636;;;;;142
10/12/2021;13;5;07.664Z;7;664;;;14:5:7:522;14;5;7;522;;;;;142
10/12/2021;13;5;07.549Z;7;549;;;14:5:7:406;14;5;7;406;;;;;143
10/12/2021;13;5;07.435Z;7;435;;;14:5:7:292;14;5;7;292;;;;;143
10/12/2021;13;5;07.319Z;7;319;;;14:5:7:178;14;5;7;178;;;;;141
10/12/2021;13;5;07.209Z;7;209;;;14:5:7:68;14;5;7;68;;;;;141
10/12/2021;13;5;07.095Z;7;95;;;14:5:6:953;14;5;6;953;;;;;142
10/12/2021;13;5;06.981Z;6;981;;;14:5:6:836;14;5;6;836;;;;;145
10/12/2021;13;5;06.864Z;6;864;;;14:5:6:722;14;5;6;722;;;;;142
10/12/2021;13;5;06.750Z;6;750;;;14:5:6:608;14;5;6;608;;;;;142
10/12/2021;13;5;06.636Z;6;636;;;14:5:6:490;14;5;6;490;;;;;146
10/12/2021;13;5;06.517Z;6;517;;;14:5:6:374;14;5;6;374;;;;;143
10/12/2021;13;5;06.399Z;6;399;;;14:5:6:256;14;5;6;256;;;;;143
10/12/2021;13;5;06.284Z;6;284;;;14:5:6:135;14;5;6;135;;;;;149
10/12/2021;13;5;06.163Z;6;163;;;14:5:6:21;14;5;6;21;;;;;142
10/12/2021;13;5;06.048Z;6;48;;;14:5:5:906;14;5;5;906;;;;;142
10/12/2021;13;5;05.934Z;5;934;;;14:5:5:789;14;5;5;789;;;;;145
10/12/2021;13;5;05.816Z;5;816;;;14:5:5:673;14;5;5;673;;;;;143
10/12/2021;13;5;05.701Z;5;701;;;14:5:5:556;14;5;5;556;;;;;145
10/12/2021;13;5;05.584Z;5;584;;;14:5:5:441;14;5;5;441;;;;;143
10/12/2021;13;5;05.470Z;5;470;;;14:5:5:326;14;5;5;326;;;;;144
10/12/2021;13;5;05.354Z;5;354;;;14:5:5:211;14;5;5;211;;;;;143
10/12/2021;13;5;05.240Z;5;240;;;14:5:5:93;14;5;5;93;;;;;147
10/12/2021;13;5;05.122Z;5;122;;;14:5:4:978;14;5;4;978;;;;;144
10/12/2021;13;5;05.006Z;5;6;;;14:5:4:862;14;5;4;862;;;;;144
10/12/2021;13;5;04.891Z;4;891;;;14:5:4:661;14;5;4;661;;;;;230
10/12/2021;13;5;04.689Z;4;689;;;14:5:4:546;14;5;4;546;;;;;143
10/12/2021;13;5;04.575Z;4;575;;;14:5:4:430;14;5;4;430;;;;;145
10/12/2021;13;5;04.457Z;4;457;;;14:5:4:314;14;5;4;314;;;;;143
10/12/2021;13;5;04.341Z;4;341;;;14:5:4:198;14;5;4;198;;;;;143
10/12/2021;13;5;04.226Z;4;226;;;14:5:4:83;14;5;4;83;;;;;143
10/12/2021;13;5;04.111Z;4;111;;;14:5:3:968;14;5;3;968;;;;;143
10/12/2021;13;5;03.995Z;3;995;;;14:5:3:849;14;5;3;849;;;;;146
10/12/2021;13;5;03.877Z;3;877;;;14:5:3:733;14;5;3;733;;;;;144
10/12/2021;13;5;03.759Z;3;759;;;14:5:3:612;14;5;3;612;;;;;147
10/12/2021;13;5;03.638Z;3;638;;;14:5:3:501;14;5;3;501;;;;;137
10/12/2021;13;5;03.528Z;3;528;;;14:5:3:384;14;5;3;384;;;;;144
10/12/2021;13;5;03.411Z;3;411;;;14:5:3:269;14;5;3;269;;;;;142
10/12/2021;13;5;03.296Z;3;296;;;14:5:3:153;14;5;3;153;;;;;143
10/12/2021;13;5;03.181Z;3;181;;;14:5:3:39;14;5;3;39;;;;;142
10/12/2021;13;5;03.067Z;3;67;;;14:5:2:925;14;5;2;925;;;;;142
10/12/2021;13;5;02.952Z;2;952;;;14:5:2:808;14;5;2;808;;;;;144
10/12/2021;13;5;02.836Z;2;836;;;14:5:2:685;14;5;2;685;;;;;151
10/12/2021;13;5;02.713Z;2;713;;;14:5:2:570;14;5;2;570;;;;;143
10/12/2021;13;5;02.598Z;2;598;;;14:5:2:453;14;5;2;453;;;;;145
10/12/2021;13;5;02.481Z;2;481;;;14:5:2:339;14;5;2;339;;;;;142
10/12/2021;13;5;02.366Z;2;366;;;14:5:2:225;14;5;2;225;;;;;141
10/12/2021;13;5;02.252Z;2;252;;;14:5:2:110;14;5;2;110;;;;;142
10/12/2021;13;5;02.137Z;2;137;;;14:5:1:993;14;5;1;993;;;;;144
10/12/2021;13;5;02.021Z;2;21;;;14:5:1:878;14;5;1;878;;;;;143
10/12/2021;13;5;01.906Z;1;906;;;14:5:1:767;14;5;1;767;;;;;139
10/12/2021;13;5;01.794Z;1;794;;;14:5:1:652;14;5;1;652;;;;;142
10/12/2021;13;5;01.679Z;1;679;;;14:5:1:536;14;5;1;536;;;;;143
10/12/2021;13;5;01.563Z;1;563;;;14:5:1:420;14;5;1;420;;;;;143
10/12/2021;13;5;01.447Z;1;447;;;14:5:1:302;14;5;1;302;;;;;145
10/12/2021;13;5;01.330Z;1;330;;;14:5:1:186;14;5;1;186;;;;;144
10/12/2021;13;5;01.212Z;1;212;;;14:5:1:69;14;5;1;69;;;;;143
10/12/2021;13;5;01.097Z;1;97;;;14:5:0:955;14;5;0;955;;;;;142
10/12/2021;13;5;00.982Z;0;982;;;14:5:0:840;14;5;0;840;;;;;142
10/12/2021;13;5;00.864Z;0;864;;;14:5:0:721;14;5;0;721;;;;;143
10/12/2021;13;5;00.749Z;0;749;;;14:5:0:606;14;5;0;606;;;;;143
10/12/2021;13;5;00.634Z;0;634;;;14:5:0:491;14;5;0;491;;;;;143
10/12/2021;13;5;00.519Z;0;519;;;14:5:0:377;14;5;0;377;;;;;142
10/12/2021;13;5;00.405Z;0;405;;;14:5:0:262;14;5;0;262;;;;;143
10/12/2021;13;5;00.289Z;0;289;;;14:5:0:149;14;5;0;149;;;;;140
10/12/2021;13;5;00.176Z;0;176;;;14:5:0:37;14;5;0;37;;;;;139
10/12/2021;13;5;00.064Z;0;64;;;14:4:59:921;14;4;59;921;;;;;143
10/12/2021;13;4;59.948Z;59;948;;;14:4:59:806;14;4;59;806;;;;;142
10/12/2021;13;4;59.834Z;59;834;;;14:4:59:693;14;4;59;693;;;;;141
10/12/2021;13;4;59.721Z;59;721;;;14:4:59:578;14;4;59;578;;;;;143
10/12/2021;13;4;59.607Z;59;607;;;14:4:59:466;14;4;59;466;;;;;141
10/12/2021;13;4;59.494Z;59;494;;;14:4:59:344;14;4;59;344;;;;;150
10/12/2021;13;4;59.372Z;59;372;;;14:4:59:229;14;4;59;229;;;;;143
10/12/2021;13;4;59.258Z;59;258;;;14:4:59:115;14;4;59;115;;;;;143
10/12/2021;13;4;59.143Z;59;143;;;14:4:59:1;14;4;59;1;;;;;142
10/12/2021;13;4;59.029Z;59;29;;;14:4:58:788;14;4;58;788;;;;;241
10/12/2021;13;4;58.816Z;58;816;;;14:4:58:672;14;4;58;672;;;;;144
10/12/2021;13;4;58.700Z;58;700;;;14:4:58:558;14;4;58;558;;;;;142
10/12/2021;13;4;58.586Z;58;586;;;14:4:58:444;14;4;58;444;;;;;142
10/12/2021;13;4;58.472Z;58;472;;;14:4:58:328;14;4;58;328;;;;;144
10/12/2021;13;4;58.356Z;58;356;;;14:4:58:218;14;4;58;218;;;;;138
10/12/2021;13;4;58.246Z;58;246;;;14:4:58:104;14;4;58;104;;;;;142
10/12/2021;13;4;58.132Z;58;132;;;14:4:57:990;14;4;57;990;;;;;142
10/12/2021;13;4;58.018Z;58;18;;;14:4:57:876;14;4;57;876;;;;;142
10/12/2021;13;4;57.904Z;57;904;;;14:4:57:762;14;4;57;762;;;;;142
10/12/2021;13;4;57.789Z;57;789;;;14:4:57:647;14;4;57;647;;;;;142
10/12/2021;13;4;57.672Z;57;672;;;14:4:57:530;14;4;57;530;;;;;142
10/12/2021;13;4;57.557Z;57;557;;;14:4:57:415;14;4;57;415;;;;;142
10/12/2021;13;4;57.443Z;57;443;;;14:4:57:301;14;4;57;301;;;;;142
10/12/2021;13;4;57.329Z;57;329;;;14:4:57:182;14;4;57;182;;;;;147
10/12/2021;13;4;57.209Z;57;209;;;14:4:57:64;14;4;57;64;;;;;145
10/12/2021;13;4;57.092Z;57;92;;;14:4:56:949;14;4;56;949;;;;;143
10/12/2021;13;4;56.978Z;56;978;;;14:4:56:836;14;4;56;836;;;;;142
10/12/2021;13;4;56.863Z;56;863;;;14:4:56:705;14;4;56;705;;;;;158
10/12/2021;13;4;56.729Z;56;729;;;14:4:56:587;14;4;56;587;;;;;142
10/12/2021;13;4;56.615Z;56;615;;;14:4:56:474;14;4;56;474;;;;;141
10/12/2021;13;4;56.498Z;56;498;;;14:4:56:356;14;4;56;356;;;;;142
10/12/2021;13;4;56.382Z;56;382;;;14:4:56:235;14;4;56;235;;;;;147
10/12/2021;13;4;56.262Z;56;262;;;14:4:56:117;14;4;56;117;;;;;145
10/12/2021;13;4;56.145Z;56;145;;;14:4:56:0;14;4;56;0;;;;;145
10/12/2021;13;4;56.029Z;56;29;;;14:4:55:881;14;4;55;881;;;;;148
10/12/2021;13;4;55.909Z;55;909;;;14:4:55:770;14;4;55;770;;;;;139
10/12/2021;13;4;55.798Z;55;798;;;14:4:55:659;14;4;55;659;;;;;139
10/12/2021;13;4;55.690Z;55;690;;;14:4:55:548;14;4;55;548;;;;;142
10/12/2021;13;4;55.578Z;55;578;;;14:4:55:436;14;4;55;436;;;;;142
10/12/2021;13;4;55.462Z;55;462;;;14:4:55:320;14;4;55;320;;;;;142
10/12/2021;13;4;55.348Z;55;348;;;14:4:55:206;14;4;55;206;;;;;142
10/12/2021;13;4;55.234Z;55;234;;;14:4:55:93;14;4;55;93;;;;;141
10/12/2021;13;4;55.120Z;55;120;;;14:4:54:978;14;4;54;978;;;;;142
10/12/2021;13;4;54.999Z;54;999;;;14:4:54:855;14;4;54;855;;;;;144
10/12/2021;13;4;54.885Z;54;885;;;14:4:54:748;14;4;54;748;;;;;137
10/12/2021;13;4;54.776Z;54;776;;;14:4:54:634;14;4;54;634;;;;;142
10/12/2021;13;4;54.661Z;54;661;;;14:4:54:518;14;4;54;518;;;;;143
10/12/2021;13;4;54.546Z;54;546;;;14:4:54:404;14;4;54;404;;;;;142
10/12/2021;13;4;54.429Z;54;429;;;14:4:54:286;14;4;54;286;;;;;143
10/12/2021;13;4;54.315Z;54;315;;;14:4:54:172;14;4;54;172;;;;;143
10/12/2021;13;4;54.200Z;54;200;;;14:4:54:62;14;4;54;62;;;;;138
10/12/2021;13;4;54.089Z;54;89;;;14:4:53:946;14;4;53;946;;;;;143
10/12/2021;13;4;53.974Z;53;974;;;14:4:53:832;14;4;53;832;;;;;142
10/12/2021;13;4;53.860Z;53;860;;;14:4:53:718;14;4;53;718;;;;;142
10/12/2021;13;4;53.746Z;53;746;;;14:4:53:598;14;4;53;598;;;;;148
10/12/2021;13;4;53.627Z;53;627;;;14:4:53:483;14;4;53;483;;;;;144
10/12/2021;13;4;53.510Z;53;510;;;14:4:53:368;14;4;53;368;;;;;142
10/12/2021;13;4;53.396Z;53;396;;;14:4:53:254;14;4;53;254;;;;;142
10/12/2021;13;4;53.282Z;53;282;;;14:4:53:140;14;4;53;140;;;;;142
10/12/2021;13;4;53.168Z;53;168;;;14:4:52:930;14;4;52;930;;;;;238
10/12/2021;13;4;52.957Z;52;957;;;14:4:52:814;14;4;52;814;;;;;143
10/12/2021;13;4;52.841Z;52;841;;;14:4:52:698;14;4;52;698;;;;;143
10/12/2021;13;4;52.726Z;52;726;;;14:4:52:581;14;4;52;581;;;;;145
10/12/2021;13;4;52.609Z;52;609;;;14:4:52:471;14;4;52;471;;;;;138
10/12/2021;13;4;52.500Z;52;500;;;14:4:52:360;14;4;52;360;;;;;140
10/12/2021;13;4;52.387Z;52;387;;;14:4:52:253;14;4;52;253;;;;;134
10/12/2021;13;4;52.283Z;52;283;;;14:4:52:145;14;4;52;145;;;;;138
10/12/2021;13;4;52.166Z;52;166;;;14:4:52:26;14;4;52;26;;;;;140
10/12/2021;13;4;52.053Z;52;53;;;14:4:51:917;14;4;51;917;;;;;136
10/12/2021;13;4;51.946Z;51;946;;;14:4:51:802;14;4;51;802;;;;;144
10/12/2021;13;4;51.825Z;51;825;;;14:4:51:686;14;4;51;686;;;;;139
10/12/2021;13;4;51.715Z;51;715;;;14:4:51:574;14;4;51;574;;;;;141
10/12/2021;13;4;51.595Z;51;595;;;14:4:51:451;14;4;51;451;;;;;144
10/12/2021;13;4;51.481Z;51;481;;;14:4:51:348;14;4;51;348;;;;;133
10/12/2021;13;4;51.376Z;51;376;;;14:4:51:237;14;4;51;237;;;;;139
10/12/2021;13;4;51.253Z;51;253;;;14:4:51:110;14;4;51;110;;;;;143
10/12/2021;13;4;51.138Z;51;138;;;14:4:50:995;14;4;50;995;;;;;143
